"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"13649",41.9943416667,2.83527,NA,"Xylocopa violacea",2019,6,30,"pepanton","pepanton",NA,NA,"Carrer de la Torre de Sant Daniel, 2, Girona, Catalunya, ES",10,"i2_inaturalist_13649"
"13650",43.5567970276,-1.4463583231,NA,"Apis mellifera",2019,6,30,"carolec","carolec",NA,NA,"Landes, Aquitaine, FR",NA,"i2_inaturalist_13650"
"13652",41.6704114242,1.9948554039,NA,"Bombus terrestris",2017,4,20,"marcdomenech","marcdomenech",NA,NA,"Barcelona, España",31,"i2_inaturalist_13652"
"13655",43.4325533333,-1.4351633333,NA,"Apis mellifera",2019,6,28,"tyret","tyret",NA,NA,"152 Chemin Bertrantoenea, Villefranque, Aquitaine, FR",30,"i2_inaturalist_13655"
"13658",42.3225116667,3.1654945,NA,"Bombus lucorum",2019,4,21,"bernatree","bernatree",NA,NA,"Parc Natural del Cap de Creus, El Port de la Selva, Catalonia, ES",5,"i2_inaturalist_13658"
"13660",38.7540973475,0.098303099,NA,"Apis mellifera",2019,4,14,"s_pico","s_pico",NA,NA,"Comunidad Valenciana, ES",99,"i2_inaturalist_13660"
"13661",43.6113360711,3.8800922781,NA,"Bombus pascuorum",2019,6,13,"eileen82","eileen82",NA,NA,"Ctre Historique, 34000 Montpellier, France",4208,"i2_inaturalist_13661"
"13662",43.6119021656,3.8746641576,NA,"Bombus pascuorum",2019,6,13,"eileen82","eileen82",NA,NA,"Ctre Historique, 34000 Montpellier, France",33,"i2_inaturalist_13662"
"13663",43.6173839278,3.8638960943,NA,"Bombus lucorum",2019,6,13,"eileen82","eileen82",NA,NA,"Boutonnet, Montpellier, France",33657,"i2_inaturalist_13663"
"13664",43.765772575,1.3025678694,NA,"Bombus pascuorum",2019,6,22,"sicu","sicu",NA,NA,"31330 Grenade, Francia",175,"i2_inaturalist_13664"
"13668",41.7934383333,1.6329083333,NA,"Bombus pascuorum",2019,6,22,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",32,"i2_inaturalist_13668"
"13669",43.6075746,1.4723885,NA,"Apis mellifera",2019,6,21,"stphaniemouette","stphaniemouette",NA,NA,"Guilhemery, 31500 Toulouse, France",17,"i2_inaturalist_13669"
"13670",43.34594499,2.43565867,NA,"Bombus pascuorum",2019,6,12,"guilhemparras","guilhemparras",NA,NA,"Aude, Languedoc-Roussillon, FR",9,"i2_inaturalist_13670"
"13672",43.651242923,3.8697008733,NA,"Apis mellifera",2019,6,18,"osoandino","osoandino",NA,NA,"Montferrier-sur-Lez, France",8,"i2_inaturalist_13672"
"13678",43.7665132386,1.3026848808,NA,"Apis mellifera",2019,6,16,"sicu","sicu",NA,NA,"31330 Grenade, Francia",349,"i2_inaturalist_13678"
"13679",41.688575,2.817495,NA,"Apis mellifera",2019,6,16,"svetlhom","svetlhom",NA,NA,"Accés a l'Hotel, Lloret de Mar, Catalonia, ES",22,"i2_inaturalist_13679"
"13681",43.639063401,3.8624768776,NA,"Apis mellifera",2019,6,14,"anasacuta","anasacuta",NA,NA,"Vert-Bois, 34090 Montpellier, France",31,"i2_inaturalist_13681"
"13682",41.4037666667,2.1850083333,NA,"Apis mellifera",2019,6,12,"bernatree","bernatree",NA,NA,"Carrer del Dos de Maig, 177, Barcelona, Catalunya, ES",10,"i2_inaturalist_13682"
"13683",43.638883,3.863692,NA,"Apis mellifera",2019,6,13,"anasacuta","anasacuta",NA,NA,"Vert-Bois, 34090 Montpellier, France",16,"i2_inaturalist_13683"
"13684",43.639191,3.863718,NA,"Bombus pascuorum",2019,6,13,"anasacuta","anasacuta",NA,NA,"Vert-Bois, 34090 Montpellier, France",16,"i2_inaturalist_13684"
"13686",42.3408768626,2.1753452718,NA,"Bombus pascuorum",2019,6,13,"avilabon","avilabon",NA,NA,"Cal Batlle Casa Nova, 17534 Queralbs, Girona, Espanya",132,"i2_inaturalist_13686"
"13687",43.2837665643,-2.2337401068,NA,"Bombus pascuorum",2016,8,20,"glugluglu","glugluglu",NA,NA,"Guipúzcoa, Spanien",977,"i2_inaturalist_13687"
"13688",41.4038616667,2.1851166667,NA,"Apis mellifera",2019,6,12,"jofree","jofree",NA,NA,"Carrer del Dos de Maig, 177, Barcelona, Catalonia, ES",10,"i2_inaturalist_13688"
"13689",42.80072998,-1.64223848,NA,"Bombus terrestris",2019,6,12,"saragarin","saragarin",NA,NA,"31006 Pamplona, Navarra, España",6,"i2_inaturalist_13689"
"13690",43.4046796767,-1.5783016384,NA,"Bombus pascuorum",2019,6,9,"michmala","michmala",NA,NA,"64210 Ahetze, Francia",8415,"i2_inaturalist_13690"
"13691",43.2688681088,-2.1172653576,NA,"Bombus pascuorum",2016,8,20,"glugluglu","glugluglu",NA,NA,"20809, Aia, Basque Country, ES",4044,"i2_inaturalist_13691"
"13693",39.7730633333,2.7130416667,NA,"Xylocopa violacea",2019,6,10,"karsti","karsti",NA,NA,"Serra de Tramuntana, Sóller, Balearen, ES",5,"i2_inaturalist_13693"
"13698",41.4749146305,2.2006026283,NA,"Bombus pascuorum",2019,5,26,"erictoro","erictoro",NA,NA,"08110 Moncada y Reixach, Barcelona, España",233,"i2_inaturalist_13698"
"13699",43.6006963669,1.4304917542,NA,"Bombus terrestris",2019,6,8,"pierrem","pierrem",NA,NA,"St - Cyprien, Toulouse, France",6,"i2_inaturalist_13699"
"13700",38.963054657,1.355833292,NA,"Xylocopa violacea",2019,6,8,"pea-en75","pea-en75",NA,NA,"Baleares, ES-PM, ES",NA,"i2_inaturalist_13700"
"13703",43.6275291443,3.8590633869,NA,"Apis mellifera",2019,6,2,"edelaquis","edelaquis",NA,NA,"Saint-Éloi, 34090 Montpellier, France",NA,"i2_inaturalist_13703"
"13705",41.4731761487,1.7791172862,NA,"Apis mellifera",2019,6,6,"inmamolina1","inmamolina1",NA,NA,"08784 Piera, Barcelona, España",17,"i2_inaturalist_13705"
"13706",42.72298502,-0.3110760385,NA,"Bombus pascuorum",2018,8,9,"marquimedes","marquimedes",NA,NA,"Huesca, Espanya",15,"i2_inaturalist_13706"
"13707",42.2428697349,3.0269167945,NA,"Apis mellifera",2018,8,18,"marquimedes","marquimedes",NA,NA,"Girona, ES-CT, ES",66,"i2_inaturalist_13707"
"13708",42.9582551,1.086611,NA,"Xylocopa violacea",2019,6,3,"jeremiesouchet","jeremiesouchet",NA,NA,"Ariège, Midi-Pyrénées, FR",64,"i2_inaturalist_13708"
"13710",41.4807142929,2.0835657728,NA,"Xylocopa violacea",2019,6,2,"jacanteros","jacanteros",NA,NA,"Calle de Joan Maragall, Sant Cugat del Vallès, Cataluña, ES",22,"i2_inaturalist_13710"
"13711",41.4053361,2.1675507,NA,"Apis mellifera",2019,6,2,"gsoldevila","gsoldevila",NA,NA,"Camp d'en Grassot i Gràcia Nova, Barcelona, España",19,"i2_inaturalist_13711"
"13712",43.6701466667,1.4264116667,NA,"Xylocopa violacea",2019,6,2,"jer31","jer31",NA,NA,"3 Avenue de Lacourtensourt, Aucamville, Midi-Pyrénées, FR",8,"i2_inaturalist_13712"
"13713",41.6105083333,1.7799616667,NA,"Bombus lucorum",2019,6,1,"jofree","jofree",NA,NA,"Parc Natural de la Muntanya de Montserrat, El Bruc, Catalonia, ES",5,"i2_inaturalist_13713"
"13714",43.4566923348,2.8352502929,NA,"Bombus pascuorum",2019,6,1,"eliotthuguet","eliotthuguet",NA,NA,"Hérault, Languedoc-Roussillon, FR",334,"i2_inaturalist_13714"
"13716",39.7716621263,2.6762203965,NA,"Xylocopa violacea",2019,5,31,"marco529","marco529",NA,NA,"Serra de Tramuntana, Sóller, Balearen, ES",5,"i2_inaturalist_13716"
"13717",43.8058469273,3.2609610886,NA,"Bombus pratorum",2019,5,30,"benoitnabholz","benoitnabholz",NA,NA,"34700 Lauroux, France",16,"i2_inaturalist_13717"
"13720",41.7297629177,1.8272291805,NA,"Xylocopa violacea",2013,6,5,"avonensis","avonensis",NA,NA,"Carrer de Circumval·lació, 70, Manresa, Catalunya, ES",38,"i2_inaturalist_13720"
"13721",43.6859552895,3.9285550619,NA,"Xylocopa violacea",2019,5,26,"louisclouet","louisclouet",NA,NA,"34820 Teyran, France",20,"i2_inaturalist_13721"
"13722",38.5924101701,-0.1286019146,NA,"Xylocopa violacea",NA,NA,NA,"roundtree","roundtree",NA,NA,"Career Serra Puig Campana, 30, 03530 La Nucia, Alicante, Spain",4,"i2_inaturalist_13722"
"13723",38.696588509,-0.2526842058,NA,"Bombus pascuorum",NA,NA,NA,"roundtree","roundtree",NA,NA,"Diseminado Diseminados, 184, 03517 Confrides, Alicante, Spain",22,"i2_inaturalist_13723"
"13725",43.6469119444,3.8812577778,NA,"Xylocopa violacea",2019,5,26,"martycyril","martycyril",NA,NA,"Aiguelongue, Montpellier, France",NA,"i2_inaturalist_13725"
"13726",43.4289552405,-2.8757772358,NA,"Bombus pascuorum",2019,5,28,"nicciwilliamson","nicciwilliamson",NA,NA,"Vizcaya, ES-PV, ES",5,"i2_inaturalist_13726"
"13728",41.9890975952,2.6082291603,NA,"Bombus pascuorum",2019,5,26,"alfonsdg","alfonsdg",NA,NA,"17170 Amer, Girona, Espanya",NA,"i2_inaturalist_13728"
"13729",41.1897775,1.0641506,NA,"Xylocopa violacea",2019,5,27,"isabel163","isabel163",NA,NA,"Tarragona, ES-CT, ES",1899,"i2_inaturalist_13729"
"13731",43.4882638594,-1.4920739166,NA,"Bombus terrestris",2019,5,25,"botaflo","botaflo",NA,NA,"Aquitaine, FR",NA,"i2_inaturalist_13731"
"13732",43.6792265112,1.3616014458,NA,"Apis mellifera",2019,5,25,"aggoun","aggoun",NA,NA,"3 Chemin de Papou, Seilh, Midi-Pyrénées, FR",5,"i2_inaturalist_13732"
"13735",43.6792044249,1.3617300242,NA,"Apis mellifera",2019,5,25,"aggoun","aggoun",NA,NA,"3 Chemin de Papou, Seilh, Midi-Pyrénées, FR",10,"i2_inaturalist_13735"
"13736",41.7821783333,1.7795716667,NA,"Apis mellifera",2019,5,22,"salelicla","salelicla",NA,NA,"Camino de la Fábrica Nueva, Sant Joan de Vilatorrada, Cataluña, ES",NA,"i2_inaturalist_13736"
"13740",43.718159072,3.8560265341,NA,"Apis mellifera",2019,5,21,"melodieoll","melodieoll",NA,NA,"Prades-le-Lez, France",397,"i2_inaturalist_13740"
"13741",38.8264419185,1.398217233,NA,"Xylocopa violacea",2019,5,22,"sp138","sp138",NA,NA,"Baleares, ES-PM, ES",16,"i2_inaturalist_13741"
"13742",43.5027616667,-0.0681083333,NA,"Xylocopa violacea",2019,5,22,"bonnieandthebeasts","bonnieandthebeasts",NA,NA,"1–3 Chemin Peyris, Monpezat, Aquitaine, FR",16,"i2_inaturalist_13742"
"13743",43.5026333333,-0.0675778333,NA,"Bombus pascuorum",2019,5,22,"bonnieandthebeasts","bonnieandthebeasts",NA,NA,"1–3 Chemin Peyris, Monpezat, Aquitaine, FR",8,"i2_inaturalist_13743"
"13747",43.65633,3.939295,NA,"Xylocopa violacea",2019,5,21,"florean","florean",NA,NA,"18 Impasse Beethoven, Le Crès, Languedoc-Roussillon, FR",16,"i2_inaturalist_13747"
"13748",42.7036045484,1.8385749683,NA,"Bombus lucorum",2018,8,4,"susanmcrae","susanmcrae",NA,NA,"09110 Ax-les-Thermes, France",4286,"i2_inaturalist_13748"
"13749",38.6967059787,-0.2526110079,NA,"Bombus lucorum",NA,NA,NA,"roundtree","roundtree",NA,NA,"Alicante, ES-VC, ES",4,"i2_inaturalist_13749"
"13752",41.396310953,1.1003309861,NA,"Xylocopa violacea",2019,5,18,"lekspelunca","lekspelunca",NA,NA,"43440 L'Espluga de Francolí, Tarragona, Espanya",44,"i2_inaturalist_13752"
"13755",41.369823714,2.1631318331,NA,"Bombus terrestris",2019,5,17,"knightericm","knightericm",NA,NA,"Carrer de Margarit, 63, 08004 Barcelona, Spain",33,"i2_inaturalist_13755"
"13756",38.9724916667,-2.891325,NA,"Xylocopa violacea",2019,5,3,"poblado_verde_en_accion","poblado_verde_en_accion",NA,NA,"Parque Natural Lagunas De Ruidera, Ruidera, Castille-La Mancha, ES",6,"i2_inaturalist_13756"
"13757",41.4141176,2.1609781,NA,"Bombus terrestris",2019,4,9,"sarsanedas","sarsanedas",NA,NA,"Plaça de Sanllehy, 08024 Barcelona, Espanya",162,"i2_inaturalist_13757"
"13758",41.4141176,2.1609781,NA,"Bombus terrestris",2019,4,9,"sarsanedas","sarsanedas",NA,NA,"Plaça de Sanllehy, 08024 Barcelona, Espanya",162,"i2_inaturalist_13758"
"13759",43.667910969,4.1244678307,NA,"Apis mellifera",2019,5,16,"florean","florean",NA,NA,"206 Rue des Mouettes, Lunel, Languedoc-Roussillon, FR",48,"i2_inaturalist_13759"
"13761",40.0054262906,3.8678636061,NA,"Xylocopa violacea",2019,5,11,"marcdomenech","marcdomenech",NA,NA,"Islas Baleares, España",61,"i2_inaturalist_13761"
"13762",43.6535116667,3.9383666667,NA,"Bombus pascuorum",2019,5,14,"florean","florean",NA,NA,"1 Rue George Sand, Le Crès, Languedoc-Roussillon, FR",8,"i2_inaturalist_13762"
"13766",42.8453124274,-2.6520166629,NA,"Apis mellifera",2019,5,12,"garnikaisabel","garnikaisabel",NA,NA,"Vitoria-Gasteiz, Álava, Spain",4,"i2_inaturalist_13766"
"13771",38.0629,-0.90372,NA,"Apis mellifera",2019,4,30,"marknolan","marknolan",NA,NA,"Avenida del General Bañuls, Bigastro, Valencia, ES",6,"i2_inaturalist_13771"
"13772",43.4391276492,-1.423865743,NA,"Apis mellifera",2019,5,12,"elieau","elieau",NA,NA,"488 Route des Cimes, Villefranque, Aquitaine, FR",5,"i2_inaturalist_13772"
"13773",38.0816180473,-1.6182150639,NA,"Bombus terrestris",2019,4,22,"jeremybarker","jeremybarker",NA,NA,"Region of Murcia, Murcia, Spain",NA,"i2_inaturalist_13773"
"13774",43.7166513474,3.8595702046,NA,"Bombus pascuorum",2009,7,23,"anasacuta","anasacuta",NA,NA,"Prades-le-Lez, France",367,"i2_inaturalist_13774"
"13775",41.7934333333,1.63297,NA,"Apis mellifera",2019,5,11,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",8,"i2_inaturalist_13775"
"13777",41.7934333333,1.6331416667,NA,"Bombus pascuorum",2019,5,10,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",12,"i2_inaturalist_13777"
"13778",41.7936666667,1.6334166667,NA,"Bombus pratorum",2019,5,10,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",10696,"i2_inaturalist_13778"
"13779",41.5479160215,2.4600787072,NA,"Amegilla quadrifasciata",2019,5,10,"michaeltrestman","michaeltrestman",NA,NA,"Camí de Les Cinc Sènies, 88, Mataró, Catalonia, ES",141,"i2_inaturalist_13779"
"13781",41.6638216667,1.864105,NA,"Apis mellifera",2019,5,9,"liliyaperminova","liliyaperminova",NA,NA,"Carrer del Mestre Massana, 2, Сан-Висенте-де-Кастельет, Каталония, ES",6,"i2_inaturalist_13781"
"13783",43.2196395365,-0.4331463046,NA,"Apis mellifera",2019,5,8,"colleen98","colleen98",NA,NA,"9 Chemin des Crêtes, 64290 Lasseube, France",6,"i2_inaturalist_13783"
"13784",39.1067820569,-0.3780221127,NA,"Bombus terrestris",2019,3,16,"selfa","selfa",NA,NA,"Valencia, España",4,"i2_inaturalist_13784"
"13785",42.3101107504,3.1626980478,NA,"Apis mellifera",2019,5,4,"mammal","mammal",NA,NA,"Girona, España",15,"i2_inaturalist_13785"
"13786",43.5914046224,3.8397197856,NA,"Apis mellifera",2019,5,7,"sofial","sofial",NA,NA,"Ovalie, 34070 Montpellier, France",865,"i2_inaturalist_13786"
"13787",43.600492759,1.4358607586,NA,"Apis mellifera",2019,5,8,"pierrem","pierrem",NA,NA,"16 Rue Charles Viguerie, 31300 Toulouse, France",8,"i2_inaturalist_13787"
"13789",41.82507535,-1.7295762151,NA,"Bombus pascuorum",2019,5,1,"claireluz","claireluz",NA,NA,"Unnamed Road, 50583 Trasmoz, Zaragoza, España",11,"i2_inaturalist_13789"
"13790",41.7934383333,1.63325,NA,"Bombus pratorum",2019,5,5,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",8,"i2_inaturalist_13790"
"13791",42.8459511261,-2.64315721,NA,"Apis mellifera",2019,5,5,"garnikaisabel","garnikaisabel",NA,NA,"Vitoria-Gasteiz, Álava, Spain",10,"i2_inaturalist_13791"
"13792",41.361649,2.158027,NA,"Bombus terrestris",2019,4,14,"sbrnmnndz","sbrnmnndz",NA,NA,"Parc de Montjuïc, Barcelona, España",NA,"i2_inaturalist_13792"
"13793",41.361932,2.157893,NA,"Apis mellifera",2019,4,6,"sbrnmnndz","sbrnmnndz",NA,NA,"Parc de Montjuïc, Barcelona, España",NA,"i2_inaturalist_13793"
"13797",43.539284775,3.8316549361,NA,"Apis mellifera",2019,4,17,"yoann9","yoann9",NA,NA,"34750 Villeneuve-lès-Maguelone, France",526,"i2_inaturalist_13797"
"13798",39.6833951294,-0.2778797291,NA,"Ammobates muticus",2019,5,1,"juanvi","juanvi",NA,NA,"46500 Sagunto, Valencia, España",11,"i2_inaturalist_13798"
"13807",43.5951344022,3.8360291286,NA,"Apis mellifera",2019,5,1,"sofial","sofial",NA,NA,"La Martelle, Montpellier, France",250,"i2_inaturalist_13807"
"13808",43.5894774751,3.8457279338,NA,"Bombus terrestris",2019,5,1,"sofial","sofial",NA,NA,"Ovalie, 34070 Montpellier, France",222,"i2_inaturalist_13808"
"13809",41.5163736497,2.3258012342,NA,"Bombus terrestris",2013,5,12,"avonensis","avonensis",NA,NA,"08338, Premià de Dalt, Catalunya, ES",NA,"i2_inaturalist_13809"
"13810",41.5163736497,2.3258012342,NA,"Apis mellifera",2013,5,12,"avonensis","avonensis",NA,NA,"08338, Premià de Dalt, Catalunya, ES",NA,"i2_inaturalist_13810"
"13820",43.76865,0.928512,NA,"Apis mellifera",2019,4,28,"questagame","questagame",NA,NA,"Gers, Midi-Pyrénées, FR",NA,"i2_inaturalist_13820"
"13821",43.7082358237,4.4151196778,NA,"Bombus terrestris",2019,4,26,"crebassa","crebassa",NA,NA,"Saint-Gilles, France",15,"i2_inaturalist_13821"
"13822",43.7080330874,4.4151145679,NA,"Bombus terrestris",2019,4,26,"crebassa","crebassa",NA,NA,"Saint-Gilles, France",122,"i2_inaturalist_13822"
"13823",37.9773999891,-1.060287631,NA,"Apis mellifera",2019,4,26,"fran86","fran86",NA,NA,"Carretera de Murcia, 100, Murcia, Murcia, ES",16,"i2_inaturalist_13823"
"13824",37.9793713391,-1.0585048563,NA,"Bombus terrestris",2019,4,28,"fran86","fran86",NA,NA,"30570, Murcia, Murcia, ES",6,"i2_inaturalist_13824"
"13825",42.3359033333,3.1306638333,NA,"Apis mellifera",2019,4,28,"jofree","jofree",NA,NA,"Parc Natural del Cap de Creus, Vilajuïga, Catalonia, ES",5,"i2_inaturalist_13825"
"13826",41.680595,2.5526666667,NA,"Bombus terrestris",2019,4,28,"phyla","phyla",NA,NA,"Parc Natural de Montnegre i el Corredor, San Celoni, Cataluña, ES",22,"i2_inaturalist_13826"
"13827",43.1854095459,-0.5995481014,NA,"Bombus terrestris",2019,4,27,"ninidu64","ninidu64",NA,NA,"63b Rue d'Aspe, 64400 Oloron-Sainte-Marie, France",NA,"i2_inaturalist_13827"
"13829",43.4867440223,3.5138794462,NA,"Bombus terrestris",2019,4,27,"rozhelfand","rozhelfand",NA,NA,"D5, Montagnac, Languedoc, FR",1781,"i2_inaturalist_13829"
"13831",41.5470338894,2.2231216736,NA,"Apis mellifera",2019,4,27,"johnrbpalmer","johnrbpalmer",NA,NA,"Barcelona, ES-CT, ES",12,"i2_inaturalist_13831"
"13832",43.63901378,3.86371588,NA,"Bombus lucorum",2019,4,27,"guillaume_papuga","guillaume_papuga",NA,NA,"73 Rue Jean Perrin, 34090 Montpellier, France",6,"i2_inaturalist_13832"
"13833",41.5323133333,2.296695,NA,"Apis mellifera",2019,4,25,"pauladuam","pauladuam",NA,NA,"Avinguda de la Rambla de Vallromanes, Vallromanes, Catalunya, ES",10,"i2_inaturalist_13833"
"13839",38.8167416667,0.1054638333,NA,"Apis mellifera",2019,4,17,"poblado_verde_en_accion","poblado_verde_en_accion",NA,NA,"El Montgó, Dénia, Valencia, ES",6,"i2_inaturalist_13839"
"13840",41.9169998169,2.5392282009,NA,"Bombus terrestris",2019,4,19,"alfonsdg","alfonsdg",NA,NA,"Unnamed Road, 17161 Osor, Girona, Espanya",NA,"i2_inaturalist_13840"
"13841",41.767941359,2.250344055,NA,"Apis mellifera",2019,4,24,"miquelcarandellbaruzzi","miquelcarandellbaruzzi",NA,NA,"Plaça Major, 17, 08591 Aiguafreda, Barcelona, España",4,"i2_inaturalist_13841"
"13842",41.61057,1.7684866667,NA,"Apis mellifera",2019,4,20,"avonensis","avonensis",NA,NA,"Parc Natural de la Muntanya de Montserrat, El Bruc, Catalunya, ES",50,"i2_inaturalist_13842"
"13843",41.6098133333,1.7680633333,NA,"Apis mellifera",2019,4,20,"avonensis","avonensis",NA,NA,"Parc Natural de la Muntanya de Montserrat, El Bruc, Catalunya, ES",5,"i2_inaturalist_13843"
"13844",41.8570175171,2.6679673195,NA,"Bombus terrestris",2019,4,21,"alfonsdg","alfonsdg",NA,NA,"Carrer Cadiretes, 21, 17430 Santa Coloma de Farners, Girona, Espanya",NA,"i2_inaturalist_13844"
"13845",41.8525810242,2.671898365,NA,"Apis mellifera",2019,4,21,"alfonsdg","alfonsdg",NA,NA,"GIV-5512, 115, 17430 Santa Coloma de Farners, Girona, Espanya",NA,"i2_inaturalist_13845"
"13846",41.7318466667,1.8287866667,NA,"Apis mellifera",2014,2,23,"avonensis","avonensis",NA,NA,"Carrer del Abat Oliva, 2, Manresa, Catalunya, ES",NA,"i2_inaturalist_13846"
"13847",43.1090433173,2.0196038618,NA,"Xylocopa violacea",2019,4,21,"simone_tardivel","simone_tardivel",NA,NA,"6 Impasse Antoine Rouge, Escueillens-et-Saint-Just-de-Bélengard, Languedoc, FR",22,"i2_inaturalist_13847"
"13848",42.9372093936,1.1759414813,NA,"Bombus pascuorum",2019,4,20,"pyerr","pyerr",NA,NA,"09200 Lacourt, France",58,"i2_inaturalist_13848"
"13849",41.6343417383,2.7041193098,NA,"Apis mellifera",2019,4,19,"ant-toniscla","ant-toniscla",NA,NA,"Carrer Josep Pla, 61, 08398 Santa Susanna, Barcelona, Espanya",5,"i2_inaturalist_13849"
"13850",41.6369660655,2.6968216896,NA,"Apis mellifera",2019,4,19,"ant-toniscla","ant-toniscla",NA,NA,"Carrer Pujada de Gracia, 4, 08398, Barcelona, Espanya",33,"i2_inaturalist_13850"
"13853",43.3705192146,-1.7570993092,NA,"Bombus terrestris",2019,4,17,"martin-sv","martin-sv",NA,NA,"54 Avenue de Lissardy, Hendaye, Aquitaine, FR",65,"i2_inaturalist_13853"
"13854",41.634332216,2.7041139454,NA,"Apis mellifera",2019,4,16,"ant-toniscla","ant-toniscla",NA,NA,"Carrer Josep Pla, 61, 08398 Santa Susanna, Barcelona, Espanya",5,"i2_inaturalist_13854"
"13856",39.7132742079,-0.1961455029,NA,"Apis mellifera",NA,NA,NA,"verohuellas","verohuellas",NA,NA,"Polígono Zpe-1 Playa Almardà, 6, 46529 Sagunto, Valencia, España",10,"i2_inaturalist_13856"
"13858",41.3693270895,2.161925117,NA,"Bombus terrestris",2019,3,22,"raffaelerepoli","raffaelerepoli",NA,NA,"Parc de Montjuic, Barcellona, Catalogna, ES",60,"i2_inaturalist_13858"
"13859",39.7133192187,-0.1963151526,NA,"Apis mellifera",2019,4,14,"verohuellas","verohuellas",NA,NA,"Polígono Zpe-1 Playa Almardà, 6, 46529 Sagunto, Valencia, España",9,"i2_inaturalist_13859"
"13864",39.6835634983,-0.2780567772,NA,"Ammobates muticus",2019,4,11,"juanvi","juanvi",NA,NA,"46500 Sagunto, Valencia, España",17,"i2_inaturalist_13864"
"13865",41.7934283333,1.6332,NA,"Apis mellifera",2019,4,11,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",6,"i2_inaturalist_13865"
"13866",39.7404769,3.21516012,NA,"Bombus terrestris",2019,4,9,"orejademar","orejademar",NA,NA,"Diseminado Diseminados, 156, 07459, Illes Balears, Spain",9,"i2_inaturalist_13866"
"13869",41.6343477523,2.7041109279,NA,"Apis mellifera",2019,4,7,"ant-toniscla","ant-toniscla",NA,NA,"Carrer Josep Pla, 61, 08398 Santa Susanna, Barcelona, Espanya",5,"i2_inaturalist_13869"
"13871",41.668464685,2.4998697639,NA,"Bombus terrestris",2019,4,6,"eudupuy","eudupuy",NA,NA,"BV-5112, 5, 08470 Sant Celoni, Barcelona, Espanya",33,"i2_inaturalist_13871"
"13873",43.7515166667,3.6962416667,NA,"Xylocopa violacea",2019,3,24,"guillaume_papuga","guillaume_papuga",NA,NA,"Hérault, Languedoc-Roussillon, France",10,"i2_inaturalist_13873"
"13874",39.1080330607,-0.3778119385,NA,"Xylocopa violacea",2019,3,10,"ansgar","ansgar",NA,NA,"Plaça Poligono 23, 53, 46792 Alzira, Valencia, España",9,"i2_inaturalist_13874"
"13875",39.1099384482,-0.3787054494,NA,"Bombus terrestris lusitanicus",2019,3,16,"ansgar","ansgar",NA,NA,"Plaça Poligono 23, 138, 46792, Valencia, España",9,"i2_inaturalist_13875"
"13876",41.7936883333,1.633345,NA,"Bombus terrestris",2019,4,6,"peresol","peresol",NA,NA,"08263, Sant Mateu de Bages, Catalunya, ES",8,"i2_inaturalist_13876"
"13877",41.4619533333,2.2189166667,NA,"Apis mellifera",2019,3,14,"tawatha","tawatha",NA,NA,"Autopista B-20, Santa Coloma de Gramenet, Catalonia, ES",16,"i2_inaturalist_13877"
"13878",39.6915352803,-0.3999086267,NA,"Bombus terrestris lusitanicus",2019,4,3,"juanvi","juanvi",NA,NA,"Valencia, España",61,"i2_inaturalist_13878"
"13879",42.4091318331,-1.5772290201,NA,"Melecta luctuosa",2019,4,1,"victorjavmarugan","victorjavmarugan",NA,NA,"Navarra, España",61,"i2_inaturalist_13879"
"13881",41.3886216667,2.19775,NA,"Apis mellifera",2019,4,1,"alejandro_braulio","alejandro_braulio",NA,NA,"Parc del Port Olímpic, Barcelona, Catalonia, ES",65,"i2_inaturalist_13881"
"13884",41.4190535263,2.1680025512,NA,"Bombus terrestris",2019,3,29,"michaeltrestman","michaeltrestman",NA,NA,"El Parc del Guinardó, Barcelona, Catalonia, ES",604,"i2_inaturalist_13884"
"13886",39.7623185614,2.7618097531,NA,"Bombus terrestris",2019,3,12,"sarahvray","sarahvray",NA,NA,"Baléares, Espagne",300,"i2_inaturalist_13886"
"13888",39.31316385,2.9952760318,NA,"Anthophora plumipes",2019,3,10,"sarahvray","sarahvray",NA,NA,"Baléares, Espagne",15,"i2_inaturalist_13888"
"13889",43.7620198523,4.5082802335,NA,"Apis mellifera",2019,3,24,"fabkara","fabkara",NA,NA,"30127 Bellegarde, France",31,"i2_inaturalist_13889"
"13892",41.3616399675,2.1566272931,NA,"Apis mellifera",2019,3,26,"ilplataleo","ilplataleo",NA,NA,"Barcelona, ES-CT, ES",4,"i2_inaturalist_13892"
"13894",41.3911338033,2.2001994309,NA,"Apis mellifera",2019,3,27,"alejandro_braulio","alejandro_braulio",NA,NA,"Carrer de Salvador Espriu, 73–81, Barcelona, Catalonia, ES",8,"i2_inaturalist_13894"
