"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"81841","Bombus terrestris",39.41905946,-8.9919734,NA,2017,2,26,"timapa","timapa",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8184"
"81871","Thyreus histrionicus",38.4934265803,-8.9987512484,NA,2018,5,24,"pedrosilva2","pedrosilva2",NA,NA,"Setúbal, Portugal",10,"55_inaturalist_8187"
"81881","Xylocopa violacea",40.16880179,-7.99009935,NA,2011,5,19,"lisetematosacor","lisetematosacor",NA,NA,"Portugal - Colmeal",100,"55_inaturalist_8188"
"81891","Bombus terrestris",40.1683800931,-7.9909229279,NA,2010,10,7,"lisetematosacor","lisetematosacor",NA,NA,"Portugal - Colmeal",999,"55_inaturalist_8189"
"81911","Xylocopa violacea",39.3508508926,-9.1872210416,NA,2012,7,6,"jdinares","jdinares",NA,NA,"Portugal - Sobral da Lagoa",100,"55_inaturalist_8191"
"81931","Bombus terrestris",39.3501871798,-9.1870493802,NA,2012,7,4,"jdinares","jdinares",NA,NA,"Portugal - Sobral da Lagoa",100,"55_inaturalist_8193"
"81941","Apis mellifera",39.3613218585,-9.187397714,NA,2012,4,21,"jdinares","jdinares",NA,NA,"Portugal - Sobral da Lagoa",999,"55_inaturalist_8194"
"81951","Apis mellifera",39.3503199229,-9.1872210416,NA,2012,1,10,"jdinares","jdinares",NA,NA,"Portugal - Sobral da Lagoa",100,"55_inaturalist_8195"
"81961","Bombus terrestris",39.3503199229,-9.1872210416,NA,2012,1,10,"jdinares","jdinares",NA,NA,"Portugal - Sobral da Lagoa",100,"55_inaturalist_8196"
"81971","Bombus terrestris",41.6071885555,-7.3047329165,NA,2013,5,25,"abelcarv12345vp","abelcarv12345vp",NA,NA,"Portugal - Valpaços",999,"55_inaturalist_8197"
"81981","Bombus vestalis",41.6071038218,-7.3047116242,NA,2012,11,14,"abelcarv12345vp","abelcarv12345vp",NA,NA,"Portugal - Valpaços",999,"55_inaturalist_8198"
"82011","Apis mellifera",42.680612,-4.82395,NA,2018,4,23,"cesarpollo5","cesarpollo5",NA,NA,"34889, Fresno del Río, Castilla y León, ES",35,"55_inaturalist_8201"
"82021","Bombus pascuorum",41.2205619812,-8.6974582672,NA,2018,8,6,"duartesaraiva","duartesaraiva",NA,NA,"R. do Progresso 731, 4455 Perafita, Portugal",NA,"55_inaturalist_8202"
"82031","Bombus pascuorum",38.8121384382,-9.450995056,NA,2018,8,5,"pbeja65","pbeja65",NA,NA,"R. das Flores 6, 2705-157 Colares, Portugal",10,"55_inaturalist_8203"
"82041","Xylocopa violacea",40.25375056,-4.85148848,NA,2018,8,3,"oryo","oryo",NA,NA,"AV-P-705, 05460 Gavilanes, Ávila, España",9,"55_inaturalist_8204"
"82051","Xylocopa violacea",39.9464342435,-8.7855980087,NA,NA,NA,NA,"lackaday","lackaday",NA,NA,"3105 Guia, Portugal",44,"55_inaturalist_8205"
"82081","Bombus pascuorum",42.3834201279,-7.5710570871,NA,2018,7,26,"gmucientes","gmucientes",NA,NA,"32740 Parada de Sil, Ourense, España",2,"55_inaturalist_8208"
"82091","Apis mellifera",42.384246394,-7.5638927135,NA,2018,7,26,"gmucientes","gmucientes",NA,NA,"Ourense, España",2,"55_inaturalist_8209"
"82101","Bombus terrestris",39.3864583333,-8.9507,NA,2018,2,14,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8210"
"82111","Apis mellifera",39.21045299,-8.99701724,NA,2017,11,26,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8211"
"82121","Apis mellifera",39.21045299,-8.99701724,NA,2017,11,26,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8212"
"82131","Apis mellifera",39.21046489,-8.99703104,NA,2017,11,26,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8213"
"82141","Bombus terrestris",39.23201588,-9.00749398,NA,2017,11,26,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8214"
"82151","Apis mellifera",39.36996274,-8.95682931,NA,2017,11,18,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8215"
"82161","Apis mellifera",39.45199077,-8.90530027,NA,2017,11,6,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8216"
"82171","Apis mellifera",39.45451652,-8.90117425,NA,2017,10,30,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8217"
"82181","Bombus pascuorum",43.3269693,-3.451365,NA,2018,7,17,"alhanniamabellpezmontao","alhanniamabellpezmontao",NA,NA,"Lugar Barrio la Bien Aparecida, 0, 39849 La Aparecida, Cantabria, España",185,"55_inaturalist_8218"
"82201","Bombus terrestris",39.3366261,-8.94230603,NA,2017,7,20,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8220"
"82211","Bombus terrestris",39.43249514,-8.92026183,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8221"
"82221","Apis mellifera",39.43267534,-8.92045671,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8222"
"82231","Bombus terrestris",39.43267534,-8.92045671,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8223"
"82241","Apis mellifera",39.43244746,-8.92027969,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8224"
"82251","Bombus pascuorum",39.43244746,-8.92027969,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8225"
"82261","Bombus terrestris lusitanicus",39.3365354973,-8.9422800773,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8226"
"82271","Apis mellifera",39.3365354973,-8.9422800773,NA,2017,7,17,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8227"
"82281","Bombus terrestris",39.43247857,-8.92022696,NA,2017,7,15,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8228"
"82301","Apis mellifera",39.43250757,-8.92024037,NA,2017,7,15,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8230"
"82311","Bombus terrestris",39.43246304,-8.92026766,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8231"
"82321","Bombus terrestris lusitanicus",39.43246199,-8.92021087,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8232"
"82331","Bombus pascuorum",39.43246199,-8.92021087,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8233"
"82341","Apis mellifera",39.43246199,-8.92021087,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8234"
"82351","Bombus terrestris",39.43260491,-8.92043525,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8235"
"82371","Apis mellifera",39.18956602,-9.06901354,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8237"
"82381","Apis mellifera",39.18981965,-9.06892234,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8238"
"82391","Bombus pascuorum",39.1897157,-9.06910473,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8239"
"82401","Apis mellifera",39.1897157,-9.06910473,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8240"
"82411","Apis mellifera",39.1897157,-9.06910473,NA,2017,7,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8241"
"82421","Bombus terrestris lusitanicus",39.4325428,-8.92026766,NA,2017,7,11,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8242"
"82431","Bombus terrestris lusitanicus",39.336902815,-8.9420758278,NA,2017,7,10,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8243"
"82441","Apis mellifera",39.21045771,-8.99704053,NA,2017,7,8,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8244"
"82451","Bombus pascuorum",39.21045771,-8.99704053,NA,2017,7,8,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8245"
"82461","Apis mellifera",39.21045251,-8.99703516,NA,2017,7,8,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8246"
"82471","Bombus pascuorum",39.21045251,-8.99703516,NA,2017,7,8,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8247"
"82501","Bombus pascuorum",39.21044939,-8.99700968,NA,2017,7,6,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8250"
"82511","Bombus pascuorum",40.1538057,-8.24066157,NA,2017,6,20,"francisco100","francisco100",NA,NA,"Portugal - Lousã",10,"55_inaturalist_8251"
"82521","Bombus hortorum",40.1538057,-8.24066157,NA,2017,6,20,"francisco100","francisco100",NA,NA,"Portugal - Lousã",10,"55_inaturalist_8252"
"82541","Apis mellifera",40.14638412,-8.24211356,NA,2017,6,19,"francisco100","francisco100",NA,NA,"Portugal - Lousã",10,"55_inaturalist_8254"
"82551","Bombus pascuorum",39.41776186,-8.91962875,NA,2017,6,18,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8255"
"82561","Apis mellifera",39.42754511,-8.91091409,NA,2017,6,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8256"
"82581","Bombus terrestris",39.46188373,-8.75302065,NA,2017,6,13,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8258"
"82601","Apis mellifera",39.45825152,-8.90804345,NA,2017,6,3,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8260"
"82611","Bombus ruderatus",39.39957686,-8.944509,NA,2017,6,3,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8261"
"82621","Bombus ruderatus",39.42643107,-8.92581576,NA,2017,6,2,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8262"
"82641","Bombus terrestris lusitanicus",39.3360668,-8.93787696,NA,2017,5,26,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8264"
"82651","Bombus terrestris",38.7834778,-9.49046351,NA,2017,5,23,"francisco100","francisco100",NA,NA,"Portugal - Colares",10,"55_inaturalist_8265"
"82661","Apis mellifera",39.52445137,-8.87898423,NA,2017,5,21,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8266"
"82671","Bombus terrestris",39.39923478,-8.94415487,NA,2017,5,17,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8267"
"82681","Apis mellifera",39.23767754,-8.70447543,NA,2017,5,7,"francisco100","francisco100",NA,NA,"Portugal - Santarém (São Nicolau)",10,"55_inaturalist_8268"
"82691","Xylocopa violacea",39.2377888,-8.70452442,NA,2017,5,7,"francisco100","francisco100",NA,NA,"Portugal - Santarém (São Nicolau)",25,"55_inaturalist_8269"
"82701","Bombus terrestris lusitanicus",39.23777999,-8.70451805,NA,2017,5,7,"francisco100","francisco100",NA,NA,"Portugal - Santarém (São Nicolau)",25,"55_inaturalist_8270"
"82741","Bombus pascuorum",39.301390744,-9.2179032339,NA,2018,7,30,"heldercardoso","heldercardoso",NA,NA,"2530 Reguengo Grande, Portugal",31,"55_inaturalist_8274"
"82751","Bombus pascuorum",39.301390744,-9.2179032339,NA,2018,7,30,"heldercardoso","heldercardoso",NA,NA,"2530 Reguengo Grande, Portugal",31,"55_inaturalist_8275"
"82761","Bombus terrestris lusitanicus",39.43615144,-8.92655957,NA,2017,5,1,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8276"
"82771","Apis mellifera",39.42727619,-8.92447449,NA,2017,5,1,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8277"
"82781","Bombus terrestris lusitanicus",39.4346893,-8.92573579,NA,2017,5,1,"francisco100","francisco100",NA,NA,"Portugal - Turquel",25,"55_inaturalist_8278"
"82791","Apis mellifera",39.2012233,-9.04693712,NA,2017,4,30,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8279"
"82801","Bombus terrestris",39.18305681,-9.0545198,NA,2017,4,30,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8280"
"82831","Apis mellifera",39.53249239,-8.81310126,NA,2017,4,23,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8283"
"82851","Apis mellifera",39.09516486,-9.25511032,NA,2017,4,19,"francisco100","francisco100",NA,NA,"Portugal - Torres Vedras (Santa Maria do Castelo e São Miguel)",25,"55_inaturalist_8285"
"82861","Bombus terrestris",39.42840348,-8.90866932,NA,2017,4,13,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8286"
"82871","Bombus terrestris",39.46498077,-8.80724114,NA,2017,4,13,"francisco100","francisco100",NA,NA,"Portugal - Alcanede",25,"55_inaturalist_8287"
"82881","Bombus pascuorum",39.22991365,-9.00552029,NA,2017,4,5,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8288"
"82891","Bombus terrestris",39.54882113,-8.86616676,NA,2017,4,3,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",25,"55_inaturalist_8289"
"82901","Bombus terrestris",39.53842121,-8.82305425,NA,2017,4,3,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",25,"55_inaturalist_8290"
"82911","Bombus terrestris",39.43295571,-8.92186111,NA,2017,4,3,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8291"
"82921","Xylocopa violacea",39.46337474,-8.91478652,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8292"
"82931","Bombus terrestris",39.46320083,-8.91306547,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8293"
"82941","Bombus terrestris",39.52007613,-8.81354174,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8294"
"82951","Bombus terrestris",39.44861523,-8.92328111,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - Turquel",25,"55_inaturalist_8295"
"82961","Apis mellifera",39.44861526,-8.92328109,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - Turquel",25,"55_inaturalist_8296"
"82971","Bombus pascuorum",39.46317165,-8.91302155,NA,2017,3,30,"francisco100","francisco100",NA,NA,"Portugal - Turquel",25,"55_inaturalist_8297"
"82981","Bombus terrestris",39.46146016,-8.7525274,NA,2017,3,29,"francisco100","francisco100",NA,NA,"Portugal - Abrã",25,"55_inaturalist_8298"
"83041","Xylocopa violacea",39.21048635,-8.99704094,NA,2017,3,19,"francisco100","francisco100",NA,NA,"Portugal - Cercal",25,"55_inaturalist_8304"
"83051","Bombus terrestris",39.46145318,-8.75254637,NA,2017,3,17,"francisco100","francisco100",NA,NA,"Portugal - Abrã",25,"55_inaturalist_8305"
"83061","Bombus terrestris",39.42771052,-8.92430882,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8306"
"83071","Bombus terrestris",39.50126185,-8.88952494,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",25,"55_inaturalist_8307"
"83081","Bombus terrestris",39.50125856,-8.88952158,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",25,"55_inaturalist_8308"
"83091","Bombus terrestris",39.52489753,-8.87910747,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",25,"55_inaturalist_8309"
"83101","Apis mellifera",39.5262386,-8.8786795,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",25,"55_inaturalist_8310"
"83111","Bombus terrestris",39.54623857,-8.86750013,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",25,"55_inaturalist_8311"
"83121","Bombus terrestris",39.5363598,-8.78403195,NA,2017,3,16,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8312"
"83131","Apis mellifera",39.05086435,-8.99758095,NA,2017,3,14,"francisco100","francisco100",NA,NA,"Portugal - Alenquer (Triana)",10,"55_inaturalist_8313"
"83141","Anthophora plumipes",39.49322439,-8.87265438,NA,2017,3,13,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8314"
"83151","Nomada fucata",39.49271935,-8.87181217,NA,2017,3,13,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8315"
"83161","Bombus vestalis",39.49204874,-8.8721591,NA,2017,3,13,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8316"
"83171","Bombus terrestris",39.54486494,-8.86037005,NA,2017,3,13,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",25,"55_inaturalist_8317"
"83181","Bombus terrestris",39.37231829,-8.95564729,NA,2017,3,6,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8318"
"83191","Bombus terrestris",39.37209751,-8.95548424,NA,2017,3,5,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8319"
"83201","Bombus terrestris",39.54369951,-8.79850356,NA,2017,3,4,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8320"
"83211","Bombus terrestris",39.45443373,-8.90724663,NA,2017,3,4,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8321"
"83221","Bombus terrestris",39.53931925,-8.62559376,NA,2017,3,2,"francisco100","francisco100",NA,NA,"Portugal - Pedrógão",25,"55_inaturalist_8322"
"83231","Apis mellifera",39.42147407,-8.93271357,NA,2017,3,2,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",100,"55_inaturalist_8323"
"83241","Bombus terrestris",39.42168217,-8.93290032,NA,2017,3,2,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8324"
"83251","Bombus terrestris",39.50445448,-8.86468638,NA,2017,2,28,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8325"
"83261","Bombus terrestris",39.39841387,-8.94318558,NA,2017,2,28,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8326"
"83271","Bombus terrestris",39.43498085,-8.92199613,NA,2017,2,27,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8327"
"83281","Bombus terrestris",39.50462049,-8.86591127,NA,2017,2,27,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",25,"55_inaturalist_8328"
"83291","Bombus terrestris",39.50104322,-8.86062616,NA,2017,2,27,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",25,"55_inaturalist_8329"
"83301","Bombus terrestris",39.51730284,-8.82958899,NA,2017,2,27,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",25,"55_inaturalist_8330"
"83311","Xylocopa violacea",39.15530851,-8.95363836,NA,2017,2,26,"francisco100","francisco100",NA,NA,"Portugal - Aveiras de Cima",25,"55_inaturalist_8331"
"83321","Bombus terrestris",39.15530833,-8.95363843,NA,2017,2,26,"francisco100","francisco100",NA,NA,"Portugal - Aveiras de Cima",25,"55_inaturalist_8332"
"83331","Eucera nigrilabris",39.17505381,-8.96831252,NA,2017,2,19,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8333"
"83341","Xylocopa violacea",39.20257676,-8.99657341,NA,2017,2,19,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",25,"55_inaturalist_8334"
"83351","Bombus terrestris",39.1879394,-8.97841888,NA,2017,2,19,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",25,"55_inaturalist_8335"
"83361","Bombus terrestris",39.46743575,-8.87429565,NA,2017,2,13,"francisco100","francisco100",NA,NA,"Portugal - Alcanede",25,"55_inaturalist_8336"
"83371","Bombus terrestris",39.42592687,-8.92487898,NA,2017,2,13,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8337"
"83381","Xylocopa violacea",39.33626038,-8.94268428,NA,2017,2,8,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8338"
"83391","Bombus terrestris",39.44561222,-8.80470204,NA,2017,1,30,"francisco100","francisco100",NA,NA,"Portugal - Alcanede",25,"55_inaturalist_8339"
"83401","Bombus terrestris",39.5480053,-8.79135249,NA,2017,1,24,"francisco100","francisco100",NA,NA,"Portugal - Alvados",25,"55_inaturalist_8340"
"83411","Apis mellifera",39.48672984,-8.84299368,NA,2017,1,12,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",10,"55_inaturalist_8341"
"83421","Apis mellifera",39.21044241,-8.99700947,NA,2016,12,23,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8342"
"83431","Apis mellifera",39.21048086,-8.99715431,NA,2016,12,5,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8343"
"83441","Apis mellifera",39.2105729358,-8.9970168471,NA,2016,11,17,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8344"
"83451","Apis mellifera",39.2104478835,-8.9970369637,NA,2016,11,14,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8345"
"83461","Apis mellifera",39.3186494269,-8.5358512402,NA,2016,10,18,"francisco100","francisco100",NA,NA,"Portugal - Vale de Cavalos",10,"55_inaturalist_8346"
"83471","Apis mellifera",39.3942957253,-8.9461702108,NA,2016,9,21,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8347"
"83481","Xylocopa violacea",39.33683185,-8.94230764,NA,2016,9,14,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8348"
"83491","Bombus pascuorum",39.3368227,-8.94231212,NA,2016,9,14,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8349"
"83501","Bombus pascuorum",39.2989660113,-9.2172809614,NA,2018,7,15,"heldercardoso","heldercardoso",NA,NA,"2530 Reguengo Grande, Portugal",122,"55_inaturalist_8350"
"83511","Apis mellifera",39.4325156294,-8.9205604792,NA,2016,8,21,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8351"
"83521","Bombus pascuorum",39.4265689808,-8.9264050126,NA,2016,8,7,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8352"
"83541","Bombus campestris",39.2032459422,-9.0266793966,NA,2016,8,3,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8354"
"83551","Bombus lapidarius",42.0771557365,-8.2027959824,NA,2016,7,30,"francisco100","francisco100",NA,NA,"Portugal - Fiães",100,"55_inaturalist_8355"
"83561","Apis mellifera",39.4828340833,-8.8066658378,NA,2016,7,21,"francisco100","francisco100",NA,NA,"Portugal - São Bento",10,"55_inaturalist_8356"
"83571","Apis mellifera",39.3994509184,-8.9441947639,NA,2016,7,20,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8357"
"83581","Apis mellifera",39.4325066306,-8.9202842116,NA,2016,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8358"
"83591","Bombus terrestris",39.4325066306,-8.9202842116,NA,2016,7,17,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8359"
"83601","Bombus terrestris",39.4326154578,-8.9201420546,NA,2016,7,9,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8360"
"83611","Bombus terrestris",39.4326154578,-8.9201420546,NA,2016,7,9,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8361"
"83621","Bombus terrestris",39.4324936504,-8.9204008877,NA,2016,7,7,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8362"
"83631","Bombus terrestris",39.4324625753,-8.920416981,NA,2016,7,7,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8363"
"83641","Apis mellifera",39.4324774331,-8.9202573895,NA,2016,7,7,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8364"
"83661","Apis mellifera",41.951800815,-6.9558638334,NA,2016,6,26,"francisco100","francisco100",NA,NA,"Portugal - Moimenta",10,"55_inaturalist_8366"
"83671","Nomada lathburiana",41.9504013376,-6.7645096779,NA,2016,6,24,"francisco100","francisco100",NA,NA,"Portugal - França",100,"55_inaturalist_8367"
"83681","Apis mellifera",41.9504013376,-6.7645096779,NA,2016,6,24,"francisco100","francisco100",NA,NA,"Portugal - França",100,"55_inaturalist_8368"
"83691","Bombus terrestris",39.197991381,-8.9921432734,NA,2016,6,6,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8369"
"83701","Apis mellifera",39.381866516,-8.9623747766,NA,2016,6,1,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8370"
"83721","Bombus ruderatus",41.2945156364,-8.2989987731,NA,2016,5,31,"francisco100","francisco100",NA,NA,"Portugal - Sousela",10,"55_inaturalist_8372"
"83731","Apis mellifera",41.2946965648,-8.3032111824,NA,2016,5,31,"francisco100","francisco100",NA,NA,"Portugal - Sousela",10,"55_inaturalist_8373"
"83741","Bombus terrestris",39.1978999216,-8.991907239,NA,2016,5,27,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8374"
"83761","Apis mellifera",37.1557642944,-8.1987646222,NA,2016,5,23,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Ribeira de Quarteira",10,"55_inaturalist_8376"
"83781","Bombus terrestris",37.1563090413,-8.2026551664,NA,2016,5,22,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Ribeira de Quarteira",10,"55_inaturalist_8378"
"83801","Bombus pratorum",40.8119356442,-8.0878525972,NA,2016,5,17,"francisco100","francisco100",NA,NA,"Portugal - Carvalhais",10,"55_inaturalist_8380"
"83811","Bombus terrestris",40.8188455876,-8.1002873182,NA,2016,5,17,"francisco100","francisco100",NA,NA,"Portugal - Carvalhais",10,"55_inaturalist_8381"
"83831","Bombus terrestris",39.37286606,-8.95518862,NA,2016,5,3,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8383"
"83841","Bombus terrestris",39.5157849,-8.81147335,NA,2016,4,25,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8384"
"83851","Bombus pascuorum",39.51805243,-8.81197293,NA,2016,4,25,"francisco100","francisco100",NA,NA,"Portugal - São Bento",25,"55_inaturalist_8385"
"83861","Nomada fucata",38.2805808961,-8.2035040855,NA,2016,4,21,"francisco100","francisco100",NA,NA,"Portugal - Torrão",100,"55_inaturalist_8386"
