"Colletes.species","author","country","longitude","latitude","date","Coll../.source"
"nigricans","GISTEL","PORTUGAL","W07.58","N41.06","1951-08-25","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W07.58","N41.06","1953-07-17","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W08.04.05","N37.04.23","2017-04-20","Smit"
"nigricans","GISTEL","PORTUGAL","W08.05","N37.09",NA,"Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W08.06","N40.43",NA,"Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W08.09","N37.52","1953-07-01","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W08.09","N41.27","1995-05-01","Schwarz"
"nigricans","GISTEL","PORTUGAL","W08.09","N41.27","1995-07-05","Schwarz"
"nigricans","GISTEL","PORTUGAL","W08.09","N41.27","1994-09-16","Schwarz"
"nigricans","GISTEL","PORTUGAL","W08.17","N37.07","2009-10-11","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.34","N38.10","1994-06-01","ETH Zürich, Entomologische Sammlungen"
"nigricans","GISTEL","PORTUGAL","W08.34","N37.07","2009-10-13","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.46","N37.25","vii.2009","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.46","N41.32","2015-06-02","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.48","N37.04","2015-09-19","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.49","N37.04","2012-07-21","D. Baldock"
"nigricans","GISTEL","PORTUGAL","W08.51","N37.06","2016-04-29","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.53","N38.31","1961-09-01","National Museum of Natural History, Leiden"
"nigricans","GISTEL","PORTUGAL","W08.54","N37.11","2011-06-11","Baldock"
"nigricans","GISTEL","PORTUGAL","W08.54","N37.11","2015-09-17","Kuhlmann"
"nigricans","GISTEL","PORTUGAL","W08.56","N37.01","1995-05-07","Schwarz"
"nigricans","GISTEL","PORTUGAL","W09.05","N38.38","1954-05-30","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.05","N38.38","1985-09-09","Kuhlmann"
"nigricans","GISTEL","PORTUGAL","W09.07","N39.31","1961-07-27","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.08","N38.42","1951-06-10","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.08","N38.42","1952-06-10","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.08","N38.42","1952-06-02","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.08","N38.42","1953-06-04","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.08","N38.42","1985-09-09","Risch"
"nigricans","GISTEL","PORTUGAL","W09.11","N38.39","2019-08-03","T.Wood"
"nigricans","GISTEL","PORTUGAL","W09.12","N38.49","1958-06-03","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.12","N38.40","1954-06-17","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.12","N38.49","1958-06-03","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.13","N38.40","1951-07-01","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W09.25","N38.42","1982-07-07","Natural History Museum, London"
"nigricans","GISTEL","PORTUGAL","W09.27","N38.50","1956-08-17","Museo Zoologico de Coimbra"
"nigricans","GISTEL","SPAIN","E00.00.48","N41.28.42","2011-05-22","AMNH, New York"
"nigricans","GISTEL","SPAIN","E00.02","N38.43","1997-09-28","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.02","N38.43","1997-09-27","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.07","N38.41","2001-05-03","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.08","N41.07","1985-06-06","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","E00.10","N38.47","7.-14.5.1989","Wolf/Kuhlmann(1w)"
"nigricans","GISTEL","SPAIN","E00.14","N41.37","1974-06-16","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","E00.23","N40.22","1975-08-27","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","E00.36","N41.41","1974-06-14","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","E00.37","N41.37","1974-06-14","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","E00.44.18","N40.37.28","2009-08-12","Jan Smit"
"nigricans","GISTEL","SPAIN","E00.45","N41.25","2000-05-06","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.45","N41.25","2000-05-06","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.46.14","N41.43.51","2009-08-06","Jan Smit"
"nigricans","GISTEL","SPAIN","E00.57","N41.03","1952-10-17","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","E00.58","N41.03","2000-05-05","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.58","N41.03","2001-05-04","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.58","N41.03","2000-05-07","Scheuchl"
"nigricans","GISTEL","SPAIN","E00.58","N41.03","2000-05-07","Scheuchl"
"nigricans","GISTEL","SPAIN","E01.03","N41.54","1969-07-30","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","E01.16","N38.56","17.-29.6.1980","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","E01.18","N41.07","1960-05-28","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","E01.23","N41.28","2009-08-08","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.25.48","N41.30.53","2009-08-05","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.26.37","N41.29.38","2009-08-01","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.27.31","N41.30.45","2009-08-09","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.27.44","N41.27.42","2009-08-07","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.28.44","N41.31.21","2009-08-02","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.28.44","N41.31.21","2009-08-03","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.33.46","N41.33.41","2009-08-10","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.50","N41.15","2007-05-16","AMNH"
"nigricans","GISTEL","SPAIN","E01.50.59","N41.36.57","2009-08-11","Jan Smit"
"nigricans","GISTEL","SPAIN","E01.50.59","N41.36.57","2009-08-14","Jan Smit"
"nigricans","GISTEL","SPAIN","E02.02","N41.21","2007-07-22","Smit"
"nigricans","GISTEL","SPAIN","E03.10","N42.16","21.-23.8.1967","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","E03.16","N42.18","25.-31.7.1961","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W00.02","N41.14","1985-06-06","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1974-10-02","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1974-10-10","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1970-06-29","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1970-06-29","Kuhlmann"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1978-09-15","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1970-06-30","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.32","1970-07-24","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N38.37","1974-10-06","Gembloux"
"nigricans","GISTEL","SPAIN","W00.07","N42.30","1994-06-10","F. Amiet"
"nigricans","GISTEL","SPAIN","W00.21","N39.28","1957-07-22","ETH Zürich, Entomologische Sammlungen"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","1974-10-09","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","28.10.-3.11.1989","Gembloux/Kuhlmann(1m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","21.-22.9.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","2.-4.10.1989","Gembloux/Kuhlmann(3m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","20.9.-1.10.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","1989-09-19","Gembloux(Kuhlmann(1w)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","23.-25.9.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","28.-29.9.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","5.-7.10.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","14.-20.10.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","14.-22.5.1989","Gembloux/Kuhlmann(2m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","4.-10.9.1989","GemblouxKuhlmann(1m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","29.9.-1.10.1989","GemblouxKuhlmann(1m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","11.-16.9.1989","Gembloux/Kuhlmann(2m)"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","26.-27.9.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","19.-29.7.1989","Gembloux"
"nigricans","GISTEL","SPAIN","W00.29","N38.20","1973-06-17","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W00.31","N40.39","2008-09-13","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W00.34","N39.56","2012-07-22","Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W00.35","N41.40","1974-06-16","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W00.37","N42.19","1994-06-12","F. Amiet"
"nigricans","GISTEL","SPAIN","W00.47","N37.58","2006-09-05","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W00.51","N37.50","2006-09-05","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W00.59","N40.24","2008-07-13","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.04","N39.08","2009-05-17","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.06","N40.20","1997-09-26","Scheuchl"
"nigricans","GISTEL","SPAIN","W01.07","N40.18","2005-10-22","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.20","N37.53","2006-09-05","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.21","N41.17","1985-06-05","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W01.25","N37.51","1993-04-24","Kuhlmann"
"nigricans","GISTEL","SPAIN","W01.25","N37.51","2000-04-29","Scheuchl"
"nigricans","GISTEL","SPAIN","W01.27","N40.54","2007-08-31","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.29","N37.46","1960-05-22","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W01.35","N40.31","1979-07-15","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W01.44","N41.39","1994-06-23","F. Amiet"
"nigricans","GISTEL","SPAIN","W01.47","N42.20","7.-9.7.1968","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W01.53","N37.17","1989-05-06","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W01.53","N37.09","1991-10-11","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.04","N37.39","1967-08-11","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W02.05","N37.41","2005-07-23","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.05","N37.41","2006-07-29","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.09.16","N36.51.56","2019-05-25","Smit"
"nigricans","GISTEL","SPAIN","W02.09.16","N36.51.56","2019-05-30","Smit"
"nigricans","GISTEL","SPAIN","W02.09.18","N36.51.41","2018-05-31","Smit"
"nigricans","GISTEL","SPAIN","W02.09.56","N36.58.56","2019-05-29","Smit"
"nigricans","GISTEL","SPAIN","W02.10","N37.42","1974-06-03","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W02.10","N37.42","VIII.1953","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W02.12","N36.58","1991-10-04","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.12.11","N36.59.10","2018-05-22","Smit"
"nigricans","GISTEL","SPAIN","W02.12.18","N36.59.16","2019-05-24","Smit"
"nigricans","GISTEL","SPAIN","W02.12.19","N36.59.36","2019-05-26","Smit"
"nigricans","GISTEL","SPAIN","W02.12.30","N36.58.36","2019-05-19","Smit"
"nigricans","GISTEL","SPAIN","W02.12.42","N36.58.22","2018-05-23","Smit"
"nigricans","GISTEL","SPAIN","W02.12.53","N36.58.46","2018-05-30","Smit"
"nigricans","GISTEL","SPAIN","W02.13.02","N36.55.25","2018-05-28","Smit"
"nigricans","GISTEL","SPAIN","W02.13.02","N36.55.41","2019-05-21","Smit"
"nigricans","GISTEL","SPAIN","W02.13.15","N36.59.23","2019-05-27","Smit"
"nigricans","GISTEL","SPAIN","W02.13.15","N36.59.23","2019-05-22","Smit"
"nigricans","GISTEL","SPAIN","W02.13.23","N36.59.41","2018-06-01","Smit"
"nigricans","GISTEL","SPAIN","W02.13.23","N36.59.41","2018-05-26","Smit"
"nigricans","GISTEL","SPAIN","W02.13.53","N36.59.08","2019-05-22","Smit"
"nigricans","GISTEL","SPAIN","W02.14.04","N36.59.05","2018-05-27","Smit"
"nigricans","GISTEL","SPAIN","W02.14.04","N36.59.05","2018-05-31","Smit"
"nigricans","GISTEL","SPAIN","W02.14.04","N36.59.05","2018-05-20","Smit"
"nigricans","GISTEL","SPAIN","W02.14.04","N36.59.05","2018-05-25","Smit"
"nigricans","GISTEL","SPAIN","W02.16","N37.35","2007-07-21","Smit"
"nigricans","GISTEL","SPAIN","W02.21","N40.03","1983-06-08","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W02.25","N37.57","1973-08-27","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W02.28","N41.21","1961-06-09","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W02.32","N37.07","1991-09-29","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.34","N41.45","1974-06-13","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W02.41","N36.59","1991-09-12","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.48","N37.00","1988-11-01","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W02.50","N36.54","1982-08-09","Ebmer"
"nigricans","GISTEL","SPAIN","W02.59","N37.01","1991-07-28","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W03.00","N40.00","1983-09-28","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.00","N37.05","18.-24.7.1980","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W03.08","N37.04","1982-08-08","Ebmer"
"nigricans","GISTEL","SPAIN","W03.10","N37.00","1926-06-01","Museo Nacional de Ciencias Naturales, Madrid"
"nigricans","GISTEL","SPAIN","W03.11","N39.58","1983-06-08","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.16","N37.00","2008-08-02","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W03.18","N36.48","1987-10-30","Museo Zoologico de Coimbra"
"nigricans","GISTEL","SPAIN","W03.18","N36.48","1988-10-05","Museo Zoologico de Coimbra"
"nigricans","GISTEL","SPAIN","W03.18","N40.26","2008-08-26","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W03.19","N36.56","2014-05-13","Smit"
"nigricans","GISTEL","SPAIN","W03.19","N36.56","2014-05-20","Smit"
"nigricans","GISTEL","SPAIN","W03.22","N40.29","2008-08-12","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W03.23.05","N37.04.10","1999-07-16","Kuhlmann"
"nigricans","GISTEL","SPAIN","W03.24","N36.53","2014-05-10","Smit"
"nigricans","GISTEL","SPAIN","W03.25","N39.14","1961-06-12","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.25","N36.53","2006-07-08","Smit"
"nigricans","GISTEL","SPAIN","W03.25","N36.54","2007-07-13","Smit"
"nigricans","GISTEL","SPAIN","W03.25","N36.54","2007-07-14","Smit"
"nigricans","GISTEL","SPAIN","W03.28","N36.55","1974-05-30","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W03.30","N38.22","1961-06-17","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.30","N37.09","2006-07-14","Smit"
"nigricans","GISTEL","SPAIN","W03.31","N36.45","2006-07-07","Smit"
"nigricans","GISTEL","SPAIN","W03.31","N36.45","2007-07-13","Smit"
"nigricans","GISTEL","SPAIN","W03.31","N37.13","1989-05-13","J. Ortiz-Sanchez"
"nigricans","GISTEL","SPAIN","W03.34","N37.56","2006-07-16","Smit/Kuhlmann(2m)"
"nigricans","GISTEL","SPAIN","W03.34","N36.44","2007-07-16","Smit"
"nigricans","GISTEL","SPAIN","W03.34","N40.19","2019-07-21","T.Wood"
"nigricans","GISTEL","SPAIN","W03.36","N38.16","1952-09-16","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.41","N36.44","1982-10-10","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.41","N36.44","1983-09-08","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.41","N36.44","1983-10-08","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.41","N42.20","1961-06-26","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.41","N42.20","1961-06-26","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W03.48","N40.38","1979-06-03","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W04.01","N39.51","25.-27.7.1967","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W04.01","N39.51","1979-05-28","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W04.05","N41.02","2019-07-23","T.Wood"
"nigricans","GISTEL","SPAIN","W04.09","N40.54","2019-07-22","T.Wood"
"nigricans","GISTEL","SPAIN","W04.18.22","N36.52.27","2016-06-17","Smit"
"nigricans","GISTEL","SPAIN","W04.23","N37.05","2006-07-19","Smit"
"nigricans","GISTEL","SPAIN","W04.27.39","N36.40.16","2010-08-10","Smit"
"nigricans","GISTEL","SPAIN","W04.27.58","N36.40.38","2013-05-23","Smit"
"nigricans","GISTEL","SPAIN","W04.42","N36.46","2014-07-24","Baldock"
"nigricans","GISTEL","SPAIN","W04.43","N41.46","1974-06-21","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W04.45","N36.30","21.-22.4.1983","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W04.46.16","N36.40.52","2010-08-05","Smit"
"nigricans","GISTEL","SPAIN","W04.48.12","N36.46.10","2010-08-07","Smit"
"nigricans","GISTEL","SPAIN","W04.48.28","N36.42.01","2010-08-06","Smit"
"nigricans","GISTEL","SPAIN","W04.50","N41.42","1974-06-22","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W04.50.07","N36.42.39","2010-08-06","Smit"
"nigricans","GISTEL","SPAIN","W04.51.34","N36.43.50","2010-08-07","Smit"
"nigricans","GISTEL","SPAIN","W04.52.37","N36.42.00","2010-08-13","Smit"
"nigricans","GISTEL","SPAIN","W04.53.01","N36.42.22","2010-08-07","Smit"
"nigricans","GISTEL","SPAIN","W04.54.28","N36.48.00","2010-08-09","Smit"
"nigricans","GISTEL","SPAIN","W04.57.34","N36.47.12","2010-08-08","Smit"
"nigricans","GISTEL","SPAIN","W04.59.43","N36.47.23","2010-08-03","Smit"
"nigricans","GISTEL","SPAIN","W05.09","N36.44","1.-5.6.1974","Natural History Museum, London"
"nigricans","GISTEL","SPAIN","W05.11.40","N36.47.37","2017-06-11","Smit"
"nigricans","GISTEL","SPAIN","W05.12.57","N36.49.54","2017-06-16","Smit"
"nigricans","GISTEL","SPAIN","W05.23","N41.36","1982-06-28","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W05.23","N41.31","1975-07-04","USDA, Logan, Utah"
"nigricans","GISTEL","SPAIN","W05.25","N40.53",NA,"Museo Nacional de Ciencias Naturales, Madrid"
"nigricans","GISTEL","SPAIN","W05.26","N41.09","1961-06-24","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W05.35","N36.01","2005-10-25","Baldock"
"nigricans","GISTEL","SPAIN","W06.20","N38.55","29.-30.6.1968","National Museum of Natural History, Leiden"
"nigricans","GISTEL","SPAIN","W06.38.56","N37.08.44","2011-07-24","Smit"
"nigricans","GISTEL","SPAIN","W06.41","N40.43","1995-06-27","Naturkundemuseum Stuttgart"
"nigricans","GISTEL","SPAIN","W06.45.17","N37.19.54","2011-07-19","Smit"
"nigricans","GISTEL","SPAIN","W06.56","N37.15","1967-09-30","Museo Nacional de Ciencias Naturales, Madrid"
"nigricans","GISTEL","SPAIN","W06.56","N37.15","1961-08-31","National Museum of Natural History, Leiden"
"nigricans ","GISTEL","SPAIN","W01.49","N37.33","1985-05-17","Schwarz"
"nigricans ","GISTEL","SPAIN","W02.59","N37.01","1988-06-24","Schwarz"
"noskiewiczi","COCKERELL","PORTUGAL","W08.53","N38.31","1985-09-11","Kuhlmann"
"noskiewiczi","COCKERELL","SPAIN","E03.09","N42.22","1981-07-11","Ebmer"
"noskiewiczi","COCKERELL","SPAIN","W00.59","N40.24","2008-07-13","Kuhlmann"
"noskiewiczi","COCKERELL","SPAIN","W02.11","N40.31",NA,"(NOSKIEWICZ 1936)"
"noskiewiczi","COCKERELL","SPAIN","W02.27","N41.45","1957-07-10","Museum Luzern"
"noskiewiczi","COCKERELL","SPAIN","W02.55","N36.53","1982-08-09","Ebmer"
"noskiewiczi","COCKERELL","SPAIN","W03.00","N37.00","2006-07-23","J. Ortiz-Sanchez/Kuhlmann"
"noskiewiczi","COCKERELL","SPAIN","W03.15","N41.15",NA,"(NOSKIEWICZ 1936)"
"noskiewiczi","COCKERELL","SPAIN","W03.26","N37.09","2006-07-15","J. Ortiz-Sanchez"
"noskiewiczi","COCKERELL","SPAIN","W03.26.27","N37.07.53","1999-07-13","Ebmer/Kuhlmann(1m, 1w)"
"noskiewiczi","COCKERELL","SPAIN","W03.27.22","N37.07.06","1999-07-15","Kuhlmann"
"noskiewiczi","COCKERELL","SPAIN","W04.01","N40.47","2019-07-18","T.Wood / Kuhlmann (1m)"
"noskiewiczi","COCKERELL","SPAIN","W04.02","N40.39","1979-07-18","Museo Nacional de Ciencias Naturales, Madrid"
"noskiewiczi","COCKERELL","SPAIN","W04.07","N40.35","1936-07-09","Museo Nacional de Ciencias Naturales, Madrid"
"noskiewiczi","COCKERELL","SPAIN","W04.24","N40.35","1904-07-01","Museo Nacional de Ciencias Naturales, Madrid"
"noskiewiczi","COCKERELL","SPAIN","W04.31","N41.32","1982-07-03","USDA, Logan, Utah"
"noskiewiczi","COCKERELL","SPAIN","W04.43","N41.46","1974-06-21","USDA, Logan, Utah"
"noskiewiczi","COCKERELL","SPAIN","W05.23","N41.31","1975-07-04","USDA, Logan, Utah"
"noskiewiczi","COCKERELL","SPAIN","W05.23","N41.31","1974-06-09","USDA, Logan, Utah"
"noskiewiczi","COCKERELL","SPAIN","W05.23","N41.31","1974-06-07","Kuhlmann"
"noskiewiczi","COCKERELL","SPAIN","W05.41","N40.15","1961-06-22","National Museum of Natural History, Leiden"
"noskiewiczi","COCKERELL","SPAIN","W06.22","N42.14","1974-07-21","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"perezi","MORICE","SPAIN","W14.01","N28.13","2005-01-05","Kuhlmann"
"perezi","MORICE","SPAIN","W14.01","N28.13","2003-01-05","Kuhlmann"
"perezi","MORICE","SPAIN","W14.19","N28.02","2000-04-23","Haeseler"
"pulchellus","PÉREZ","PORTUGAL","W08.45","N41.26","2013-08-14","D. Baldock"
"pulchellus","PÉREZ","PORTUGAL","W08.49","N40.05","1926-08-05","Dusmet (1932)"
"pulchellus","PÉREZ","SPAIN","E00.00","N42.00","2011-06-27","ZISP"
"pulchellus","PÉREZ","SPAIN","E00.37","N41.37","1974-06-14","Kuhlmann"
"pulchellus","PÉREZ","SPAIN","E00.45","N41.25","2000-05-06","Scheuchl"
"pulchellus","PÉREZ","SPAIN","E00.45","N41.25","2000-05-06","Scheuchl/Kuhlmann"
"pulchellus","PÉREZ","SPAIN","E01.06","N42.09","1983-06-18","Zoölogisch Museum Amsterdam"
"pulchellus","PEREZ","SPAIN","E01.50.59","N41.36.57","2009-08-14","Jan Smit"
"pulchellus","PÉREZ","SPAIN","E02.10","N41.22","1968-09-29","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"pulchellus","PÉREZ","SPAIN","W00.19","N39.23","1971-07-26","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"pulchellus","PÉREZ","SPAIN","W00.21","N39.28",NA,"Museo Nacional de Ciencias Naturales, Madrid"
"pulchellus","PÉREZ","SPAIN","W00.21","N39.28",NA,"(NOSKIEWICZ 1936)"
"pulchellus","PÉREZ","SPAIN","W02.16.23","N36.55.16","2018-05-29","Smit"
"pulchellus","PÉREZ","SPAIN","W02.16.39","N36.55.26","2019-05-23","Smit / Kuhlmann"
"pulchellus","PÉREZ","SPAIN","W02.42.05","N36.41.39","1995-06-06","Université de Mons Hainaut, Mons/Kuhlmann(2w, 1m)"
"pulchellus","PÉREZ","SPAIN","W03.25","N39.14","1961-06-12","National Museum of Natural History, Leiden"
"pulchellus","PÉREZ","SPAIN","W03.45","N40.31","1906-06-26","(NOSKIEWICZ 1936)"
"pulchellus","PÉREZ","SPAIN","W03.46","N40.31","1910-06-26","Kuhlmann"
"pulchellus","PÉREZ","SPAIN","W03.46","N40.31","1911-07-09","Museo Nacional de Ciencias Naturales, Madrid"
"pulchellus","PÉREZ","SPAIN","W03.46","N40.31","1906-06-26","Museo Nacional de Ciencias Naturales, Madrid"
"pulchellus","PÉREZ","SPAIN","W03.46","N40.31","1910-06-26","Museo Nacional de Ciencias Naturales, Madrid"
"pulchellus","PÉREZ","SPAIN","W04.31","N41.32","1982-07-03","USDA, Logan, Utah/Kuhlmann (2w, 1m)"
"pulchellus","PÉREZ","SPAIN","W05.48","N41.39","1963-07-02","Kuhlmann"
"schmidi","NOSKIEWICZ","SPAIN","W03.00","N37.05","18.-24.7.1980","Natural History Museum, London"
"schmidi","NOSKIEWICZ","SPAIN","W03.08","N37.04",NA,"Museo Zoologico de Coimbra"
"schmidi","NOSKIEWICZ","SPAIN","W03.08","N37.04","1982-08-08","Ebmer/Kuhlmann(1w)"
"schmidi","NOSKIEWICZ","SPAIN","W03.10","N37.00",NA,"Museo Zoologico de Coimbra"
"schmidi","NOSKIEWICZ","SPAIN","W03.10","N37.00","1968-08-15","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"schmidi","NOSKIEWICZ","SPAIN","W03.10","N37.00","1990-07-03","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"schmidi","NOSKIEWICZ","SPAIN","W03.15","N37.05","1953-07-16","Zoölogisch Museum Amsterdam"
"schmidi","NOSKIEWICZ","SPAIN","W03.15","N37.05","1985-07-22","Zoölogisch Museum Amsterdam"
"schmidi","NOSKIEWICZ","SPAIN","W03.20.49","N37.03.04","1999-07-14","Ebmer"
